,date,notes,name
5377,2014-11-26,back spasms (DTD),carmeloanthony
5380,2014-11-26,sprained left ankle (DTD),coryjoseph
5382,2014-11-26,knee injury (DTD),leandrobarbosa
5383,2014-11-28,sprained left shoulder (DTD),marvinwilliams
5386,2014-11-28,"fined $15,000 by NBA for making an obscene gesture during game",brandonjennings
5389,2014-11-28,back spasms (DTD),jameernelson
5391,2014-11-29,sprained left ankle (DTD),jeremyevans
5392,2014-11-29,rest (DTD),dirknowitzki
5393,2014-11-29,torn tendon in left groin (out indefinitely),demarderozan
5394,2014-11-29,left ankle injury (DTD),isaiahcanaan
5398,2014-12-01,hip flexor injury (DNP),nerlensnoel
5400,2014-12-01,bruised ribs (DTD),tonyparker
5401,2014-12-01,rest (DTD),timduncan
5403,2014-12-02,back spasms (DTD),nikolavucevic
5407,2014-12-03,strained left hip flexor (DTD),alexeyshved
5409,2014-12-03,fractured nose (DTD),ersanilyasova
5411,2014-12-03,left shoulder injury (DNP),alecburks
5413,2014-12-03,sore back (DTD),dirknowitzki
5417,2014-12-05,bruised right hand (DTD),luoldeng
5420,2014-12-05,back spasms (DTD),mauricewilliamsmowilliams
5422,2014-12-05,cold (DTD),norriscole(a)
5423,2014-12-06,strained right knee (DTD),kostaspapanikolaou
5424,2014-12-06,strained left hamstring (DTD),tonyparker
5425,2014-12-06,left shoulder impingement (DTD),emanuelginobilimanuginobili
5428,2014-12-07,strained left lower leg (DTD),javalemcgee
5429,2014-12-07,strained lower back (DTD),kennethfaried
5430,2014-12-07,bruised back (DTD),naterobinson
5431,2014-12-07,torn plantar fascia in left foot (out indefinitely),ianmahinmi
5434,2014-12-08,sore left (P) / right knee (DTD),nenenenehilariomaybynerhilario
5436,2014-12-10,torn meniscus in right knee (out for season),joshmcroberts
5437,2014-12-10,sore left knee (DTD),carmeloanthony
5438,2014-12-10,sore left heel (DTD),jrsmith
5439,2014-12-10,sore right shoulder (DTD),jameernelson
5440,2014-12-10,right hip pointer (DTD),mirzateletovic
5442,2014-12-10,strained right Achilles (DTD),franciscogarcia
5443,2014-12-10,rest (DTD),emanuelginobilimanuginobili
5444,2014-12-10,rest (DTD),timduncan
5446,2014-12-11,sore left knee (DTD),lebronjames
5447,2014-12-11,bone bruise in left knee (DTD),omricasspi
5448,2014-12-11,sprained left knee (DTD),isaiahcanaan
5454,2014-12-13,sprained left ankle (DTD),kjmcdaniels
5455,2014-12-13,arthroscopic surgery on right knee to repair torn meniscus (out indefinitely),dougmcdermott
5457,2014-12-13,rest (DTD),kevingarnett
5458,2014-12-13,bruised left knee (DTD),cjmiles
5459,2014-12-13,sprained left ankle (DTD),isaiahcanaan
5461,2014-12-13,right ankle injury (out for season),damieninglis
5462,2014-12-13,bruised right knee (DTD),danilogallinari
5463,2014-12-14,strained left calf (out indefinitely),chrisbosh
5464,2014-12-14,strained right ankle (DTD),kennethfaried
5466,2014-12-14,chest injury (DTD),anthonydavis
5468,2014-12-15,strained left Achilles (DTD),marcussmart
5470,2014-12-15,bruised lower back (DTD),emanuelginobilimanuginobili
5471,2014-12-15,calf injury (DTD),tiagosplitter
5472,2014-12-15,rest (DTD),timduncan
5473,2014-12-16,torn ACL in left knee (out for season),jabariparker
5477,2014-12-16,arthroscopic surgery on right hip (out for season),ronnyturiaf
5479,2014-12-16,sore right toe (DTD),paulpierce
5480,2014-12-17,right eye injury (DTD),tonyallen
5481,2014-12-17,strained left oblique (DTD),sergeykarasev
5484,2014-12-17,bruised right hand (DTD),kawhileonard
5488,2014-12-18,suspended by NBA for 1 game for shoving opposing player,larrysanders
5489,2014-12-18,sore left knee (DTD),carmeloanthony
5490,2014-12-18,bruised right knee (DTD),tyrekeevans
5491,2014-12-19,plantar fasciitis right foot in (DTD),furkanaldemir
5493,2014-12-19,bruised pelvis (DTD),lancestephenson
5495,2014-12-19,strained left leg (DTD),darrellarthur
5496,2014-12-19,left knee injury (DTD),kendrickperkins
5499,2014-12-20,rest (DTD),amarestoudemireamarestoudemire
5501,2014-12-20,upper respiratory ailment (DTD),cjwatson
5503,2014-12-20,rest (DTD),dannygreen
5504,2014-12-20,rest (DTD),emanuelginobilimanuginobili
5505,2014-12-20,rest (DTD),tiagosplitter
5506,2014-12-20,rest (DTD),timduncan
5508,2014-12-21,bruised right knee (DTD),dwyanewade
5509,2014-12-21,left toe injury (DTD),hassanwhiteside
5511,2014-12-21,back injury (DTD),ramonsessions
5512,2014-12-21,torn meniscus in right knee (out indefinitely),danilogallinari
5516,2014-12-22,surgery on right knee to repair torn meniscus (out indefinitely),danilogallinari
5522,2014-12-23,sprained right knee (DTD),tonywrotenjr
5523,2014-12-23,sprained right ankle (DTD),peroantic
5524,2014-12-23,surgery on right knee to repair torn meniscus (out for season),joshmcroberts
5525,2014-12-23,concussion (DTD),justinhamilton(b)
5528,2014-12-23,general soreness / rest (DTD),kobebryant
5535,2014-12-26,concussion (DTD),ersanilyasova
5536,2014-12-26,surgery to repair torn left Achilles tendon (out for season),andersonvarejao
5538,2014-12-26,strained lower back (DTD),ramonsessions
5539,2014-12-26,strained hamstring (DTD),tonyparker
5541,2014-12-27,strained left calf (DTD),lucrichardmbahamoutelucmbahamoute
5542,2014-12-27,sore right knee (DTD),amarestoudemireamarestoudemire
5543,2014-12-27,upper respiratory infection / illness (DTD),cjmiles
5544,2014-12-27,sprained left ankle (DTD),alexeyshved
5545,2014-12-27,concussion (DTD),landryfields
5546,2014-12-28,sprained right ankle (DTD),samueldalembert
5550,2014-12-29,left shoulder injury (out for season),ericmoreland
5552,2014-12-29,bruised pelvis (DTD),lancestephenson
5553,2014-12-30,sprained left ankle (DTD),shawnmarion
5555,2014-12-30,leg injury (DTD),darrellarthur
5556,2014-12-31,sore left knee (DTD),jerrydbayless
5557,2014-12-31,back spasms (DTD),kevinlove
5558,2014-12-31,strained adductor muscle in left groin (out indefinitely),aljefferson
5559,2014-12-31,surgery on left shoulder (out for season),alecburks
5567,2015-01-02,left heel injury (out indefinitely),rodneyhood
5568,2015-01-02,sore left knee (DTD),carmeloanthony
5570,2015-01-02,sore left foot (DTD),cjwatson
5571,2015-01-02,sore/strained left groin (DTD),georgehill
5573,2015-01-03,sore right shoulder (DTD),michaelcarterwilliams
5574,2015-01-03,sprained right ankle (DTD),jameernelson
5575,2015-01-03,bruised lower left leg (DTD),benoudrih
5576,2015-01-03,sprained right ankle (out indefinitely),eneskanter
5578,2015-01-04,sore/strained right calf (DTD),andreabargnani
5579,2015-01-05,turf toe (DTD),lucrichardmbahamoutelucmbahamoute
5581,2015-01-05,surgery on left knee to repair torn ACL (out for season),jabariparker
5582,2015-01-05,tightness in lower back (DTD),kyrieirving
5584,2015-01-05,strep throat (DTD),treyburke
5585,2015-01-05,rest (DTD),kobebryant
5586,2015-01-05,strained right hip flexor (DTD),wesleyjohnsonwesjohnson
5587,2015-01-05,back injury / sore left side (DTD),deronwilliams
5588,2015-01-05,rest (DTD),kevingarnett
5592,2015-01-06,surgery on right foot/leg to replace screw (out for season),juliusrandle
5593,2015-01-06,neck spasms (DTD),aronbaynes
5594,2015-01-07,dislocated left shoulder (DTD),imanshumpert
5597,2015-01-07,fractured nose (DTD),ronnieprice
5601,2015-01-07,sore right groin (DTD),rodneystuckey
5605,2015-01-08,strained right shoulder (DTD),codyzeller
5607,2015-01-08,fractured rib (out indefinitely),deronwilliams
5609,2015-01-09,strained left hip (DTD),shawnmarion
5610,2015-01-09,rest (DTD),kobebryant
5612,2015-01-09,rest (DTD),kevingarnett
5613,2015-01-09,strained right knee (DTD),wilsonchandler
5615,2015-01-09,sprained right ankle (DTD),mauricewilliamsmowilliams
5616,2015-01-10,strained left knee (DTD),allencrabbe
5620,2015-01-10,sprained left ankle (DTD),tobiasharris
5624,2015-01-10,strained left groin (DTD),marcobelinelli
5626,2015-01-10,sore lower abdomen / strained oblique (DTD),shabazzmuhammad
5629,2015-01-12,nerve inflammation in left leg (DTD),terrencejones
5632,2015-01-13,stomach flu (DTD),trevorbooker
5634,2015-01-14,bruised right shoulder (DTD),robertcovington
5635,2015-01-14,sprained right ankle / knee (DTD),tonywrotenjr
5636,2015-01-14,sore right hamstring (DTD),garyneal
5637,2015-01-14,rest (DTD),dirknowitzki
5638,2015-01-14,sore Achilles (DTD),rajonrondo
5639,2015-01-14,rest / sprained left ankle (DTD),tysonchandler
5642,2015-01-16,right leg injury (DTD),malcolmthomas(b)
5645,2015-01-16,back spasms (DTD),kevinlove
5649,2015-01-16,sprained right wrist (DTD),carllandry
5650,2015-01-16,rest (DTD),kobebryant
5651,2015-01-16,elbow injury / fractured nose (P) (DTD),ronnieprice
5656,2015-01-16,sprained left toe (DTD),anthonydavis
5657,2015-01-16,rest (DTD),andreiguodala
5660,2015-01-17,ankle injury (DTD),dennisschroder
5661,2015-01-17,left knee injury (DTD),kembawalker
5663,2015-01-17,sprained right ankle (DTD),demarcuscousins
5665,2015-01-17,torn ACL in right knee (out for season),kendallmarshall
5666,2015-01-17,surgery on right knee to repair torn ACL (out for season),kendallmarshall
5667,2015-01-19,bruised left knee (DTD),lucrichardmbahamoutelucmbahamoute
5673,2015-01-21,left thumb injury (DTD),lamarcusaldridge
5674,2015-01-21,sprained right ankle (DTD),hassanwhiteside
5675,2015-01-21,sprained right ankle (DTD),tarikblack
5679,2015-01-22,torn rotator cuff in right shoulder (out for season),kobebryant
5680,2015-01-22,rest (DTD),kevingarnett
5684,2015-01-23,unspecified (DTD),jeremylin
5685,2015-01-23,blood clots in lungs (out indefinitely),mirzateletovic
5687,2015-01-23,ankle injury (DTD),ryananderson
5688,2015-01-23,rest (DTD),andreiguodala
5689,2015-01-24,sprained right wrist (DTD),nicolasbatum
5691,2015-01-24,sore left knee (DTD),carmeloanthony
5693,2015-01-24,tibia injury (DTD),javalemcgee
5694,2015-01-24,torn left Achilles (out for season),brandonjennings
5695,2015-01-25,left knee injury (DTD),brendanhaywood
5700,2015-01-25,sprained right ankle/ right knee injury (DTD),dwighthoward
5701,2015-01-25,migraine headache (DTD),stevenadams
5702,2015-01-25,fractured right hand (out indefinitely),robbiehummel
5705,2015-01-26,hamstring injury (DTD),shavlikrandolph
5708,2015-01-27,sprained left wrist (DTD),mikeconleyjr
5709,2015-01-27,back injury (DTD),chrisandersen
5710,2015-01-27,sprained right ankle (DTD),nickyoung
5714,2015-01-28,sprained right wrist (DTD),lebronjames
5715,2015-01-28,back spasms (DTD),jjredick
5716,2015-01-28,bone bruise in right knee (DTD),bismackbiyombo
5717,2015-01-28,surgery on left knee to repair torn lateral meniscus (out for season),kembawalker
5718,2015-01-28,concussion (DTD),marvinwilliams
5719,2015-01-28,strained left hip (DTD),traviswear
5721,2015-01-28,surgery on right shoulder to repair torn rotator cuff (out for season),kobebryant
5723,2015-01-28,sore left hip (DTD),mauricewilliamsmowilliams
5725,2015-01-29,groin injury (DTD),ersanilyasova
5726,2015-01-29,calf injury (DTD),zaurpachuliazazapachulia
5727,2015-01-29,bruised left shin (DTD),colealdrich
5732,2015-01-30,strained left groin (DTD),anthonydavis
5735,2015-01-31,sprained left ankle (DTD),zachlavine
5736,2015-02-01,hip injury (DTD),tayshaunprince
5737,2015-02-02,sore right quadriceps (DTD),brandonknight
5742,2015-02-03,hip injury (DTD),shawnewilliams
5743,2015-02-03,sore left hip (DTD),pabloprigioni
5744,2015-02-04,sprained left ankle (DTD),kenyonmartin
5746,2015-02-04,sore left ankle (DTD),jordanadams
5747,2015-02-04,strained hip flexor (DTD),jordanhill
5749,2015-02-04,Achilles injury (DTD),jameernelson
5750,2015-02-04,groin injury (DTD),lucasnogueira
5753,2015-02-05,back spasms (DTD),jjredick
5754,2015-02-05,rest (DTD),dirknowitzki
5755,2015-02-05,sprained right ankle (DTD),kevinseraphin
5756,2015-02-06,strained right big toe (DTD),michaelcarterwilliams
5758,2015-02-06,stomach virus (DTD),hidayetturkogluhedoturkoglu
5759,2015-02-06,sprained ankle (DTD),hassanwhiteside
5761,2015-02-06,elbow injury (DTD),ronnieprice
5762,2015-02-06,sprained right ankle (DTD),ianmahinmi
5764,2015-02-06,sprained right ankle (out indefinitely),alexlen
5767,2015-02-07,back spasms (DTD),joeingles
5770,2015-02-07,rest (DTD),kevingarnett
5773,2015-02-08,right elbow injury (out indefinitely),blakegriffin
5775,2015-02-08,strained right hamstring (DTD),michaelkiddgilchrist
5776,2015-02-08,sore right knee (DTD),lavoyallen
5778,2015-02-09,surgery on right elbow to remove staph infection,blakegriffin
5780,2015-02-09,knee injury (DTD),jamesennis
5782,2015-02-09,sore right knee (DTD),tobiasharris
5784,2015-02-09,sprained right shoulder (DTD),anthonydavis
5785,2015-02-09,sore/sprained right elbow (DTD),ryananderson
5787,2015-02-09,surgery on right finger to repair fracture (out indefinitely),stevenadams
5789,2015-02-10,ankle injury (DTD),derrickwilliams
5791,2015-02-10,hip pointer (DTD),erickgreen
5793,2015-02-10,back spasms (DTD),caronbutler
5794,2015-02-10,sprained right ankle (DTD),cartiermartin
5797,2015-02-11,sore lower back (DTD),krishumphries
5798,2015-02-12,right eye injury (DTD),kevinlove
5799,2015-02-19,left ankle injury / sore left foot (DTD),austinrivers
5800,2015-02-19,surgery on left knee to repair patellar tendon (out for season),carmeloanthony
5810,2015-02-20,sore left hamstring (DTD),jarrettjack
5811,2015-02-20,unspecified (DTD),tylawson
5822,2015-02-21,sprained right ankle (DTD),anthonybennett
5823,2015-02-21,ruptured ligament in left middle finger (out for season),shabazzmuhammad
5824,2015-02-22,sprained right thumb (DTD),lamarcusaldridge
5826,2015-02-22,sprained right shoulder (DTD),anthonydavis
5827,2015-02-22,sprained MCL in right knee (DTD),ryananderson
5828,2015-02-22,surgery on right foot (out for season),kevindurant
5829,2015-02-22,sprained right ankle / sore right foot (P) (DTD),stephencurry
5832,2015-02-23,bruised left knee (DTD),jasonrichardson
5833,2015-02-23,bruised lower back (DTD),jeramigrant
5834,2015-02-23,sprained left ankle (DTD),bojanbogdanovic
5835,2015-02-23,sore left groin (DTD),wilsonchandler
5837,2015-02-23,sprained right ankle (DTD),kostaspapanikolaou
5838,2015-02-23,flu/illness (DTD),patrickbeverley
5839,2015-02-23,sprained right ankle (DTD),garyneal
5840,2015-02-23,surgery on left middle finger to repair ruptured ligament (out for season),shabazzmuhammad
5841,2015-02-24,torn medial meniscus in right knee (out indefinitely),derrickrose
5842,2015-02-24,appendectomy (out indefinitely),stevenovak
5847,2015-02-25,sore right hamstring (DTD),ojmayo
5849,2015-02-25,strained left groin (DTD),lancethomas
5850,2015-02-25,fractured left kneecap (out for season),nickyoung
5851,2015-02-25,surgery on right elbow to remove bone spurs and chips (out for season),ronnieprice
5852,2015-02-25,strained left hip (DTD),tysonchandler
5854,2015-02-25,bruised left thumb (DTD),kennethfaried
5856,2015-02-25,bruised right knee (DTD),paulpierce
5857,2015-02-27,strained left shoulder (DTD),kyrieirving
5858,2015-02-27,back injury (DTD),lebronjames
5859,2015-02-27,sore/strained left Achilles (out for season),josecalderon
5862,2015-02-27,sprained right calf (DTD),darrellarthur
5863,2015-02-27,sprained right ankle (DTD),jusufnurkic
5867,2015-02-27,bruised right thigh (DTD),eneskanter
5868,2015-02-27,rest (DTD),andreiguodala
5869,2015-02-27,strained left groin (DTD),krishumphries
5870,2015-02-27,surgery on right knee to repair torn medial meniscus (out indefinitely),derrickrose
5871,2015-02-27,fractured right hand (DTD),robbiehummel
5872,2015-02-28,knee injury (DTD),jareddudley
5875,2015-02-28,surgery on right cheek to repair fracture (DTD),russellwestbrook
5880,2015-03-02,bruised left wrist (DTD),jasonrichardson
5881,2015-03-02,bruised right elbow (DTD),robertcovington
5882,2015-03-02,sore right hamstring (DTD),ojmayo
5884,2015-03-02,sprained left elbow (DTD),jimmybutler
5885,2015-03-02,strained right hamstring (DTD),mattbarnes
5886,2015-03-02,various injuries (DTD),kylelowry
5888,2015-03-02,ankle injury (DTD),nikolapekovic
5893,2015-03-03,surgery on right hip to repair strained flexor (out for season),darrencollison
5896,2015-03-04,bruised right calf (DTD),jamalcrawford
5899,2015-03-04,strained right hamstring (DTD),lukeridnour
5900,2015-03-04,elbow injury (DTD),cjwatson
5906,2015-03-06,torn left Achilles tendon (out for season),wesleymatthewswesmatthewsjr
5907,2015-03-06,hip injury (DTD),dwyanewade
5908,2015-03-06,thigh injury (DTD),luoldeng
5909,2015-03-06,knee injury (DTD),mariochalmers
5910,2015-03-06,sore left ankle (DTD),nikolavucevic
5911,2015-03-06,sore right Achilles (DTD),williegreen
5915,2015-03-06,sprained right ankle (DTD),kostaspapanikolaou
5916,2015-03-07,ankle injury (DTD),peroantic
5917,2015-03-07,back injury (DTD),gorandragic
5918,2015-03-07,ankle injury (DTD),hassanwhiteside
5921,2015-03-07,lower back spasms (DTD),louisamundsonlouamundson
5922,2015-03-07,sprained right ankle (DTD),alexlen
5924,2015-03-08,groin injury (DTD),joelanthony
5925,2015-03-09,wrist injury (DTD),udonishaslem
5928,2015-03-09,sore left knee (DTD),quincyacy
5929,2015-03-09,lower back spasms (DTD),timhardawayjr
5932,2015-03-10,strained lower back (DTD),gordonhayward
5936,2015-03-10,ankle injury (DTD),tyrekeevans
5937,2015-03-11,sore right ankle (DTD),jerrydbayless
5939,2015-03-11,left knee injury (DTD),joakimnoah
5943,2015-03-11,lower back spasms (DTD),williegreen
5944,2015-03-11,bruised lower back (DTD),alananderson
5945,2015-03-12,hamstring injury / rest (DTD),ojmayo
5946,2015-03-12,rest (DTD),marcgasol
5947,2015-03-12,ankle injury (DTD),mikeconleyjr
5948,2015-03-12,rest (DTD),zachrandolph
5951,2015-03-12,"surgery on right knee to repair torn MCL, dislocated patella (out for season) (date approximate)",sergeykarasev
